"title","description"
"La gran historia: desde el Big Bang hasta hoy","¡Bienvenidos a este curso de Historia a lo grande! En este curso, científicos y académicos de renombre de la Universidad de Ámsterdam y de otros lugares te llevarán en un viaje desde el Big Bang hasta hoy, mientras abordan cuestiones clave en sus campos. Después de completar este viaje, habrás desarrollado una mejor comprensión de cómo tú y todo lo que te rodea se convirtieron en lo que son hoy. También habrás adquirido una comprensión de los mecanismos subyacentes que han ayudado a dar forma a la historia de todo y cómo ayudarán a dar forma al futuro. Por último, pero no por ello menos importante, habrás desarrollado la habilidad de usar este conocimiento para poner temas más pequeños en una perspectiva más amplia con la ayuda del enfoque de la pequeña gran historia, que puede ayudarte a desarrollar algunas ideas nuevas sobre estos temas más pequeños."
"Crea tu primer proyecto Java usando jGRASP","Este proyecto ofrece un enfoque paso a paso en la instrucción y le brindará conceptos fundamentales de programación Java desde cero. Utilizando el entorno de desarrollo jGRASP, creará un programa que procesa detalles que son un requisito previo para un curso en el que le gustaría inscribirse. Estos detalles son su nombre, año de nacimiento, edad, pasatiempo y la puntuación media de tres cursos prerrequisitos. Para inscribirse en el curso, debe ser mayor de 21 años y también debe haber obtenido una calificación de al menos 50 en cada uno de los tres cursos anteriores. Al crear este proyecto, dominará los conceptos de uso de una clase, comentarios, variables, entrada, salida, operadores y flujo de control en la programación Java. Si es un principiante y este es su primer curso de programación Java, se beneficiará de escribir un programa desde una hoja en blanco hasta un programa completamente funcional. Si ya tiene experiencia en programación, esta es una oportunidad para refrescar sus habilidades en programación Java volviendo a lo básico. Sin importar su nivel, podrá aplicar las habilidades obtenidas de este curso en ejercicios de programación de la vida real. Para brindarte apoyo fuera del curso, encontrarás un conjunto de notas y ejercicios adicionales que puedes intentar en casa. Si alguna vez quisiste mejorar en programación informática con Java desarrollando tus habilidades fundamentales, ¡este proyecto es el lugar indicado para comenzar!"
"Aspectos esenciales para discursos y presentaciones en inglés ???????","Los estudiantes deben aprender los conocimientos y las habilidades esenciales para realizar un discurso o una presentación en inglés impresionante para fines académicos, búsqueda de empleo y ocasiones comerciales. Aquí se enseñan perspectivas globales y habilidades de comunicación intercultural para facilitar la comunicación a la mayoría de los estudiantes chinos de inglés. ?????????????????????????????????????,?????????????????????"
"Una vida de felicidad y plenitud","¿Cuáles son los factores determinantes de una vida feliz y plena? Seguramente, esta es una de las preguntas más importantes de la vida y una pregunta que ha interesado a muchos de nuestros antepasados. Buda, como es sabido, renunció a su reino en busca de la felicidad. Varios filósofos griegos (desde Aristóteles hasta Epicuro y desde Platón hasta Sócrates) tenían sus propias opiniones sobre lo que se necesita para ser feliz. Y, por supuesto, todos tenemos también nuestras propias teorías sobre la felicidad. ¿Hasta qué punto son válidas nuestras teorías? Hasta hace poco, si uno deseaba una respuesta a esta pregunta, se habría visto obligado a basarla en conversaciones con líderes espirituales. O, si tenía suerte, podría haberla basado en conversaciones nocturnas (y tal vez bajo el efecto de bebidas alcohólicas) con amigos y familiares. Afortunadamente, todo eso ha cambiado ahora. En la última década y media, los científicos se han involucrado en el asunto a lo grande. Ahora tenemos una idea bastante clara de lo que se necesita para llevar una vida feliz y plena. Este curso, basado en la premiada clase que se ofrece tanto en la Indian School of Business como en la McCombs School of Business de la Universidad de Texas en Austin, desarrollado por el profesor Raj Raghunathan (también conocido como ""Dr. Happy-smarts""), extrae contenido de una variedad de campos, incluida la psicología, la neurociencia y la teoría de la decisión conductual, para ofrecer una receta probada y práctica para llevar una vida de felicidad y plenitud. Aunque no es obligatorio, leer el próximo libro del profesor Raj, titulado If you're so smart, why are't you happy? (Si eres tan inteligente, ¿por qué no eres feliz?) puede ayudarte a repasar y asimilar el material que se cubre en este libro a tu propio ritmo. Solo para los estudiantes de Coursera, la versión de tapa dura del libro está disponible con un gran descuento del 50 %, más los gastos de envío. Puedes pedir la versión de tapa dura con un 50 % de descuento escribiendo a Aaron a: Aaron@800ceoread.com. Menciona que eres estudiante del ""curso de felicidad de Coursera"" en tu correo electrónico. El curso contará con apariciones especiales de varios líderes de pensamiento conocidos, incluidos: - Dan Ariely (autor de Predictably Irrational y, próximamente lanzado, Irrationally Yours), - Ed Diener (""Dr. Happiness""), - Mihaly Csikszentmihalyi (autor de Flow). Al tomar este curso, descubrirá las respuestas a preguntas como: - ¿Por qué los inteligentes y exitosos no son tan felices como podrían o deberían ser? - ¿Cuáles son los ""7 pecados capitales de la felicidad"" que incluso los inteligentes y exitosos cometen?, y - ¿Cuáles son los ""7 hábitos de los altamente felices"" y cómo puede implementarlos en su vida? Al final del curso, espero que los estudiantes que hayan sido diligentes con las conferencias y los ejercicios no sólo obtengan una comprensión más profunda de la ciencia de la felicidad, sino que también sean significativamente más felices."
"Programación Java: Principios del diseño de software","Resuelva problemas del mundo real con Java utilizando múltiples clases. Aprenda a crear soluciones de programación que se puedan escalar utilizando interfaces Java. Reconozca que la ingeniería de software es más que escribir código: también implica pensamiento lógico y diseño. Al finalizar este curso, habrá escrito un programa que analiza y ordena datos de terremotos y desarrollado un generador de texto predictivo. Después de completar este curso, podrá: 1. Usar la ordenación de manera adecuada para resolver problemas"
"Aspectos legales de la realización de negocios en Rusia","Este curso está destinado a personas que desean realizar negocios en Rusia. El empresario trabaja constantemente en el ámbito jurídico: crea su empresa, adquiere propiedades, concluye transacciones, interactúa con los órganos de control y supervisión estatales y los órganos del sistema judicial. El éxito de la empresa y el destino del propio empresario dependen de la elección de la forma de actividad empresarial, del conocimiento de sus derechos y obligaciones, de la respuesta correcta a las acciones legales e ilegales de los empleados del gobierno y de la administración. Por eso, el conocimiento de la ley y la capacidad de utilizar herramientas legales para alcanzar sus objetivos son tan importantes para un empresario como el conocimiento en el ámbito de la economía, las finanzas y la gestión. El curso ofrece una visión general de los temas más importantes, como: los sistemas político, jurídico y judicial ruso, la política de inversión extranjera, el comercio exterior, las formas más comunes de presencia legal en Rusia para los inversores extranjeros, la regulación de la actividad empresarial en Rusia, etc."
"Lección | Prepárate para la entrevista","Esta lección es parte de un curso completo, Habla inglés profesionalmente: en persona, en línea y por teléfono. Toma esta lección para obtener un breve tutorial sobre los objetivos de aprendizaje cubiertos. Para profundizar en este tema, toma el curso completo. Al final de esta lección, podrás: - Practicar y prepararte para una entrevista - Analizar el lenguaje corporal apropiado para las entrevistas"
"Cómo crear un conjunto de herramientas para su proceso de ventas","En el curso 4, literalmente ""reuniremos todo"". Revisaremos los conocimientos que obtuvimos de nuestro experimento de trueque y usaremos las herramientas que creamos cada semana para diseñar su kit de herramientas de ventas."
"Análisis de oportunidades de blockchain","En este cuarto y último curso de la especialización, sintetizarás tu aprendizaje en un proyecto final llamado Análisis de Oportunidades Blockchain. Los objetivos de este curso son dos: uno, es que identifiques una necesidad o un problema específico en la industria elegida que pueda resolverse potencialmente utilizando la tecnología blockchain. Dos, es que investigues posibles soluciones a este problema, incluyendo cómo se podrían ejecutar estas soluciones. Lograrás diferentes hitos del proyecto cada semana y conocerás varias herramientas que los emprendedores utilizan para organizar sus hallazgos. A lo largo de este proceso, escucharás a profesionales del mundo real que tienen experiencia práctica en el ecosistema blockchain. Además, al participar en este curso, obtendrás acceso a Blockchain Case Commons, una colección colaborativa de aplicaciones y casos de uso de blockchain que abarcan múltiples industrias. Como resultado de este curso, te irás con un Análisis de Oportunidades Blockchain consolidado y revisado por pares, que puedes utilizar para presentar tu idea a tu organización o incluso a posibles inversores."
"Creación de una comunidad en el aula mediante Flipgrid","Al finalizar este proyecto, podrá utilizar Flipgrid con soltura para conectar a sus alumnos como comunidad y celebrar su trabajo. También aprenderá a conectarse con otros profesores y otras clases a través de actividades en Flipgrid. La enseñanza evoluciona constantemente. A medida que aprendemos más sobre nuestros alumnos, descubrimos nuevas formas de garantizar que no solo estén aprendiendo, sino que estén prosperando. Cuando podemos conectar a nuestros estudiantes expertos en tecnología con el aprendizaje conectado a la tecnología, al mismo tiempo que brindamos un mayor atractivo visual, es más probable que nuestros alumnos disfruten del aprendizaje. Flipgrid permite a los estudiantes aprender a través de conexiones con sus compañeros: ¡las redes sociales aprovechadas para la educación! Una vez que se sienta seguro con el uso de Flipgrid, se sorprenderá con las oportunidades de aprendizaje que surgen. ¿Por qué limitarse a las conexiones dentro de su escuela? Puede usar Flipgrid para conectarse con escuelas y estudiantes de todo el mundo. Aporte mayor conciencia e interactividad a su aula a través de Flipgrid. Las oportunidades son infinitas. Flipgrid es ""una experiencia de debate en video sencilla, gratuita y accesible para educadores, estudiantes y familias desde preescolar hasta doctorado"". *Necesitará una cuenta de Google o Microsoft para acceder a Flipgrid. Regístrese gratis antes de comenzar nuestro proyecto y ¡listo!"
"Guía del emprendedor para principiantes","La Guía del Emprendedor para principiantes es un curso creado en colaboración con todas las universidades públicas catalanas y EIT Health y pretende ser el punto de partida para todos aquellos que quieran mejorar sus conocimientos y habilidades en el mundo del emprendimiento. En este curso podrás identificar una oportunidad de negocio, desarrollar el modelo de negocio (y los pasos para validarlo) y conocer los principales mecanismos para encontrar tu negocio. Además, contarás con la ayuda de expertos que estarán ahí para ayudarte a resolver cualquier duda que te pueda surgir durante el curso. ¡Inscríbete!"
"La conexión entre la seguridad nacional y la ciberseguridad: no se trata de los terroristas","Bienvenidos al Curso 1 de CS4950, Seguridad nacional y ciberseguridad. En este curso, examinamos los orígenes de la seguridad nacional y su conexión con la ciberseguridad. La seguridad nacional consiste en proteger a los Estados Unidos de una destrucción catastrófica interna. La destrucción catastrófica se presenta en dos formas: natural y provocada por el hombre. Durante la mayor parte de la historia, la variedad provocada por el hombre se presentó en forma de guerra y requirió los recursos combinados de un estado nacional. Todo eso cambió el 20 de marzo de 1995. En esa fecha, miembros de un culto cuasirreligioso en Japón atacaron el sistema de metro de Tokio utilizando gas sarín. Fue el primer despliegue de un arma de destrucción masiva por parte de un actor no estatal. El poder de destrucción que alguna vez estuvo reservado a los estados nacionales ahora estaba disponible para pequeños grupos, incluso individuos. El incidente fue una llamada de atención para los gobiernos de todo el mundo. Los establecimientos de defensa diseñados para mantener a raya a los estados rebeldes eran prácticamente inútiles contra los actores no estatales. De la noche a la mañana, el número de enemigos potenciales se multiplicó por cien, tal vez incluso por mil. En respuesta a los ataques del metro de Tokio, Estados Unidos tomó medidas para protegerse de los ataques con armas de destrucción masiva por parte de actores no estatales. Esas medidas todavía se estaban aplicando cuando la nación fue atacada el 11 de septiembre. El 11 de septiembre de 2001, diecinueve secuestradores infligieron tanto daño como la Armada Imperial Japonesa el 7 de diciembre de 1941. La Comisión que investigó los ataques del 11 de septiembre destacó la ""desproporción extraordinaria"". Los secuestradores habían logrado efectos de armas de destrucción masiva sin utilizar armas de destrucción masiva. Lo hicieron subvirtiendo la infraestructura de transporte del país, convirtiendo aviones de pasajeros en misiles teledirigidos. Una vez más, las implicaciones para la seguridad fueron profundas. Los actores no estatales que buscaban infligir una destrucción catastrófica interna no necesitaban importar, fabricar o adquirir armas de destrucción masiva, ya que el país estaba rodeado por los medios de su propia destrucción en forma de infraestructura crítica. La vulnerabilidad de la infraestructura crítica no había pasado desapercibida. En respuesta a los ataques al metro de Tokio, que en sí mismos habían sido un ataque a la infraestructura japonesa, el presidente Clinton encargó en 1996 un grupo de expertos que investigara la amenaza a la infraestructura de los Estados Unidos. El grupo de expertos respondió en 1997 que no existía una amenaza inmediata a la infraestructura estadounidense, pero que les preocupaba el creciente riesgo de un ataque cibernético. Los mismos sistemas ciberfísicos que impulsaron el crecimiento explosivo de Internet se estaban incorporando a los sistemas de control industrial que sustentaban gran parte de la infraestructura crítica del país. El grupo de expertos observó que los conocimientos y las habilidades necesarias para lanzar un ataque cibernético a la infraestructura del país estaban aumentando. Como resultado de esta observación, el presidente Clinton ordenó en 1998 la protección de la infraestructura crítica de los Estados Unidos, especialmente de los ataques cibernéticos. Después del 11 de septiembre, la protección de la infraestructura crítica y la ciberseguridad fueron designadas misiones fundamentales en la Ley de Seguridad Nacional de 2002 que estableció el nuevo Departamento de Seguridad Nacional. Siguen siendo misiones fundamentales hasta el día de hoy, pero muchos no ven la conexión. La conexión es la siguiente: la ciberseguridad es esencial para la protección de la infraestructura crítica, que es esencial para la seguridad nacional, que consiste en salvaguardar a los Estados Unidos de una destrucción catastrófica interna. Espero trabajar con usted en las próximas lecciones. ¡Mis mejores deseos y buena suerte! Curso 1: Conexión entre seguridad nacional y ciberseguridad Curso 2: Política de ciberseguridad para infraestructuras de agua y electricidad Curso 3: Política de ciberseguridad para infraestructuras de aviación e Internet Curso 4: Seguridad nacional y futuro de la ciberseguridad"
"Mecanizado de 3 ejes con Autodesk Fusion 360","medida que nuestra geometría de mecanizado se vuelve más complicada, Autodesk® Fusion 360® está a la altura de la tarea. Con una gran cantidad de trayectorias de herramientas estándar y adaptables, podemos eliminar rápidamente material incluso de las piezas 3D más complicadas. En este curso, exploramos cómo desbastar y terminar la geometría que requiere el movimiento de la herramienta en X, Y y Z simultáneamente, aprendiendo cómo terminar incluso los detalles más finos. Terminaremos este curso creando un programa CNC completo para una pieza, simulándolo y exportándolo a código G. ¿Quiere llevar su aprendizaje al siguiente nivel? Complete la especialización en CAD/CAM para fabricación de Autodesk y desbloqueará una credencial de Autodesk adicional como reconocimiento adicional de su éxito. La credencial de Autodesk viene con una insignia y un certificado digitales, que puede agregar a su currículum y compartir en plataformas de redes sociales como LinkedIn, Facebook y Twitter. Compartir su credencial de Autodesk puede indicar a los gerentes de contratación que usted tiene las habilidades adecuadas para el trabajo y que está al tanto de las últimas tendencias de la industria, como el diseño generativo. Inscríbase en la especialización aquí: https://www.coursera.org/specializations/autodesk-cad-cam-manufacturing"
"Proyecto final del SEL","En este curso, los instructores (Randy Testa, Ben Kirshner, Emily Price y Dan Liston) han diseñado dos proyectos culminantes para la especialización de Coursera titulada ÔøΩ ÔøΩEl docente y el aprendizaje socioemocional (SEL)ÔøΩ. Las dos opciones incluyen: ÔøΩUn plan de implementación para docentesÔøΩ y ÔøΩEl cine, el aprendizaje socioemocional y el aulaÔøΩ. Este curso es parte de la especialización de 5 cursos ÔøΩEl docente y el aprendizaje socioemocional (SEL)ÔøΩ. ¿Está interesado en obtener 3 créditos universitarios de la Universidad de Colorado-Boulder para esta especialización? Si es así, consulte la lectura ""Cómo puede obtener 3 créditos universitarios de la Universidad de Colorado-Boulder para esta especialización"" en el primer módulo de este curso para obtener información adicional. Queremos señalar que los cursos de esta especialización se diseñaron teniendo en cuenta una carga horaria universitaria de tres créditos. Como participante, es posible que notes un poco más de contenido de lectura y un poco menos de contenido de video/conferencias. Completar y aprobar la Especialización SEL permite al participante solicitar 3 créditos de posgrado para la recertificación docente y la mejora profesional. Queremos garantizar la calidad y los altos estándares de una experiencia de aprendizaje de la Universidad de Colorado. ¿Te interesa obtener 3 créditos de posgrado de la Universidad de Colorado-Boulder para la Especialización en Docencia y Aprendizaje Socioemocional (SEL)? Consulta la lectura ""Cómo puedes obtener 3 créditos universitarios de la Universidad de Colorado-Boulder para esta especialización"" en la primera semana de este curso para obtener más información."
"Validación del sistema (3): Requisitos por fórmulas modales","La validación de sistemas es el campo que estudia los fundamentos de la comunicación de sistemas y el procesamiento de información. Permite el análisis automatizado basado en modelos de comportamiento de un sistema para ver si un sistema funciona correctamente. Queremos garantizar que los sistemas hacen exactamente lo que se supone que deben hacer. Las técnicas propuestas en la validación de sistemas permiten demostrar la ausencia de errores. Permite diseñar un comportamiento de sistema integrado que sea estructuralmente sólido y, como efecto secundario, te obliga a hacer que el comportamiento sea simple y perspicaz. Esto significa que los sistemas no solo se comportan correctamente, sino que también son mucho más fáciles de mantener y adaptar. 'Requisitos mediante fórmulas modales' es el tercer curso que te muestra cómo especificar requisitos para los autómatas con el fin de establecer la relación correcta entre los requisitos y el comportamiento del sistema. Material de lectura. JF Groote y MR Mousavi. Modelado y análisis de sistemas de comunicación. The MIT Press, 2014."
"Ética y gobernanza de los medios de comunicación","Ética y gobernanza de los medios Acerca de este curso: Este curso explora algunas de las teorías, modelos y conceptos básicos en el campo de la ética de los medios. Presentaremos teorías y perspectivas éticas influyentes, exploraremos las cambiantes demandas y expectativas sociales de la creación y el uso de los medios, y profundizaremos en las normas éticas existentes para los profesionales de los medios. Después de seguir este curso, podrá reflexionar sobre dilemas éticos y desarrollar una argumentación bien fundamentada para la toma de decisiones éticas en una variedad de contextos relacionados con los medios. Al finalizar este curso, los estudiantes deberían: ÔøΩ\tener conocimiento de la historia y el desarrollo de perspectivas sobre la ética de los medios"
"El kit de herramientas del gerente: una guía práctica para gestionar personas en el trabajo","El objetivo de este curso es brindarte una guía práctica para gestionar personas en el trabajo, sin importar si eres gerente por primera vez en una tienda o un gerente intermedio en un entorno de oficina."
"La traducción en la práctica","Este curso le ofrece técnicas básicas pero valiosas que utiliza un buen traductor en la traducción entre inglés y chino. Analizaremos qué es la traducción, qué es una buena traducción y aprenderemos a producir buenas traducciones. Todos los ejemplos utilizados en este curso están tomados de las propias traducciones del instructor del curso de varios géneros y temas de escritura. Estos ejemplos se desarrollan para mostrarle cómo comprender la idea, el estilo y el tono del escritor, el contexto histórico y cultural del escrito, así como los significados explícitos e implícitos de las palabras, las estructuras gramaticales de las oraciones y la lógica de las oraciones y los párrafos para lograr fidelidad, expresividad y elegancia en la traducción. Después de completar este curso, sabrá qué hace que un traductor sea profesional calificado y adquirirá las habilidades y destrezas que un traductor de este tipo necesita."
"Fundamentos de la enseñanza para el aprendizaje: los estudiantes y el aprendizaje","El programa Fundamentos de la enseñanza para el aprendizaje está dirigido a cualquier persona que enseñe o quiera hacerlo en cualquier materia y contexto, ya sea en la escuela, en casa o en el lugar de trabajo. Con lecciones dinámicas impartidas por profesionales establecidos y respetados de toda la Commonwealth, este programa de ocho cursos le permitirá desarrollar y fortalecer sus habilidades en la enseñanza, el profesionalismo, la evaluación y más. A medida que avance en el programa, no solo fortalecerá sus habilidades, sino también su conexión con colegas de todo el mundo. Una oportunidad de desarrollo profesional que no debe perderse. El trabajo del docente cobra sentido cuando se basa en investigaciones y teorías del aprendizaje, y su relación con la práctica real. Este curso le brinda la oportunidad de identificar y comprender las expectativas y el aprendizaje previo de los estudiantes. Mejore su curso uniéndose a la comunidad docente de la Commonwealth en nuestro sitio web, Facebook y Twitter."
"Comportamiento y bienestar de los pollos","Este curso explica los principios generales del comportamiento y el bienestar de las gallinas, y los indicadores conductuales y fisiológicos que se pueden utilizar para evaluar el bienestar de las gallinas criadas en manadas de aficionados hasta granjas comerciales. El enfoque se centra principalmente en las gallinas ponedoras y los pollos de engorde (pollos de engorde), aunque muchos de los principios son relevantes para otros tipos de aves de corral. Es probable que el curso sea de interés para las personas que tienen gallinas como mascotas o mantienen una pequeña manada de aficionados, productores comerciales de huevos y carne de pollo, veterinarios y enfermeros veterinarios. Objetivos de aprendizaje: al final de este curso, podrá: - Describir la percepción sensorial y la motivación aviar - Explicar los principales patrones de comportamiento de las aves de corral - Definir el bienestar y explicar las bases de los estándares de bienestar - Evaluar el bienestar de las gallinas, utilizando medios conductuales y fisiológicos - Comprender los problemas comunes de bienestar de las gallinas Este curso es impartido por personal del Scotland's Rural College (SRUC), la Universidad de Glasgow y el St David's Poultry Team. ¡Puedes seguirnos en Twitter! #chickenmooc ÔøΩ Universidad de Edimburgo y Colegio Rural de Escocia 2016 CC BY"
"Programación concurrente en Java","Este curso enseña a los alumnos (profesionales de la industria y estudiantes) los conceptos fundamentales de la programación concurrente en el contexto de Java 8. La programación concurrente permite a los desarrolladores mediar de manera eficiente y correcta el uso de recursos compartidos en programas paralelos. Al final de este curso, aprenderá a utilizar construcciones básicas de concurrencia en Java, como subprocesos, bloqueos, secciones críticas, variables atómicas, aislamiento, actores, concurrencia optimista y colecciones concurrentes, así como sus fundamentos teóricos (por ejemplo, garantías de progreso, interbloqueo, bloqueo activo, inanición, linealización). ¿Por qué tomar este curso? ÔøΩ\tEs importante que conozca los fundamentos teóricos de la concurrencia para evitar errores de programación comunes pero sutiles. ÔøΩ\tJava 8 ha modernizado muchas de las construcciones de concurrencia desde los primeros días de los subprocesos y bloqueos. ÔøΩ\tDurante el curso, tendrá acceso en línea al instructor y los mentores para obtener respuestas individualizadas a sus preguntas publicadas en los foros. ÔøΩ\tCada uno de los cuatro módulos del curso incluye un miniproyecto asignado que le proporcionará la experiencia práctica necesaria para utilizar los conceptos aprendidos en el curso por su cuenta, una vez finalizado el curso. Los resultados de aprendizaje deseados de este curso son los siguientes: ÔøΩ\tTeoría de la concurrencia: garantías de progreso, interbloqueo, bloqueo activo, inanición, linealización ÔøΩ\tUso de subprocesos y bloqueos estructurados/no estructurados en Java ÔøΩ\tVariables atómicas y aislamiento ÔøΩ\tConcurrencia optimista y colecciones concurrentes en Java (por ejemplo, colas concurrentes, mapas hash concurrentes) ÔøΩ\tModelo de actor en Java El dominio de estos conceptos le permitirá aplicarlos inmediatamente en el contexto de programas concurrentes en Java, y también le ayudará a dominar otros sistemas de programación concurrente que pueda encontrar en el futuro (por ejemplo, subprocesos POSIX, subprocesos .NET)."
"Creación de canales de aprendizaje automático en PySpark MLlib","Al finalizar este proyecto, aprenderá a crear pipelines de aprendizaje automático con Python y Spark, programas gratuitos de código abierto que puede descargar. Aprenderá a cargar su conjunto de datos en Spark y a realizar técnicas de limpieza básicas, como eliminar columnas con valores faltantes altos y eliminar filas con valores faltantes. Luego, creará un pipeline de aprendizaje automático con un modelo de regresión de bosque aleatorio. Utilizará la validación cruzada y el ajuste de parámetros para seleccionar el mejor modelo del pipeline. Por último, evaluará el rendimiento de su modelo utilizando varias métricas. Un pipeline en Spark combina múltiples pasos de ejecución en el orden de su ejecución. Por lo tanto, en lugar de ejecutar los pasos individualmente, uno puede colocarlos en un pipeline para agilizar el proceso de aprendizaje automático. Puede guardar este pipeline, compartirlo con sus colegas y volver a cargarlo sin esfuerzo. Nota: Debe tener una cuenta de Gmail que utilizará para iniciar sesión en Google Colab. Nota: Este curso funciona mejor para los estudiantes que se encuentran en la región de América del Norte. Actualmente estamos trabajando para brindar la misma experiencia en otras regiones."
"Programación básica de sistemas en IBM Z","El conocimiento básico para el puesto de programador y administrador de sistemas IBM z/OS comienza con este tercer y último curso de la ruta de certificación profesional de tres cursos. Este curso ofrece laboratorios prácticos para tareas cotidianas de z/OS con JCL, JES, ISHELL y HFS, y z/OSMF. Los temas tratados incluyen VSAM, bibliotecas de sistemas z/OS, el entorno de lenguaje, grupos de datos de generación, RAIM, DB2, servicios de sistema UNIX y sistema de archivos USS. Al completar con éxito este curso, los alumnos son elegibles para reclamar la insignia de Programación básica de sistemas en IBM Z. Puede encontrar más información aquí: https://www.youracclaim.com/org/ibm/badge/basic-system-programming-on-ibm-z"
"Análisis de datos de Python","Este curso continuará con la introducción a la programación en Python que comenzó con Fundamentos de programación en Python y Representaciones de datos en Python. Aprenderemos sobre la lectura, el almacenamiento y el procesamiento de datos tabulares, que son tareas comunes. También le enseñaremos sobre los archivos CSV y la compatibilidad de Python para leerlos y escribirlos. Los archivos CSV son un formato de archivo de texto simple genérico que le permite intercambiar datos tabulares entre diferentes programas. Estos conceptos y habilidades lo ayudarán a ampliar aún más su conocimiento de programación en Python y le permitirán procesar datos más complejos. Al final del curso, se sentirá cómodo trabajando con datos tabulares en Python. Esto ampliará su experiencia en programación en Python, lo que le permitirá escribir una gama más amplia de scripts utilizando Python. Este curso utiliza Python 3. Si bien la mayoría de los programas de Python continúan utilizando Python 2, Python 3 es el futuro del lenguaje de programación Python. Este curso utiliza entornos de desarrollo de Python de escritorio básicos, lo que le permite ejecutar programas de Python directamente en su computadora."
"Concientización y apoyo sobre discapacidad","El objetivo de este curso es promover la igualdad de oportunidades y la participación plena de los estudiantes con discapacidades en la educación superior ayudando a los participantes a mejorar su conocimiento sobre el significado de la accesibilidad en la educación. Los participantes adquirirán competencia y confianza para trabajar con estudiantes centrándose en la legislación, el diseño universal y las tecnologías de asistencia. Agradecemos a Abbas (Bobby) Husain Quamar, estudiante de posgrado e investigador en el Departamento de Ciencia y Tecnología de la Rehabilitación de la Universidad de Pittsburgh, por sus contribuciones al curso."
"Arte moderno e ideas","¡Bienvenidos a Modern Art & Ideas! Este curso está diseñado para cualquier persona interesada en aprender más sobre el arte moderno y contemporáneo. Durante las próximas cinco semanas, analizará el arte a través de una variedad de temas: lugares y espacios, arte e identidad, transformación de objetos cotidianos y arte y sociedad. Cada semana comienza con un video que conecta las obras de arte de la colección del Museo de Arte Moderno con el tema. Escuchará entrevistas en audio con artistas, diseñadores y curadores y aprenderá más sobre las obras seleccionadas en las lecturas y recursos adicionales. A lo largo de este curso, descubrirá cómo los artistas: -- representan el lugar y se inspiran en su entorno, -- crean obras de arte para expresar, explorar y cuestionar la identidad, -- usan objetos cotidianos para desafiar los supuestos sobre lo que constituye una obra de arte y cómo debe hacerse, -- y responden a los problemas sociales, culturales y políticos de su tiempo a través de las obras de arte. A través de las indicaciones del foro de discusión y la tarea de revisión por pares, también tendrá la oportunidad de conectarse con otros estudiantes y explorar cómo estos temas resuenan con su propia vida y experiencia."
"Creación de nuevos conjuntos de datos de BigQuery y visualización de información","Este es el segundo curso de la especialización Data to Insights. Aquí cubriremos cómo incorporar nuevos conjuntos de datos externos en BigQuery y visualizarlos con Google Data Studio. También cubriremos conceptos intermedios de SQL como JOINs y UNIONs de múltiples tablas que le permitirán analizar datos en múltiples fuentes de datos. Nota: Incluso si tiene experiencia en SQL, hay aspectos específicos de BigQuery (como el manejo de caché de consultas y comodines de tabla) que pueden ser nuevos para usted. >>> Al inscribirse en esta especialización, acepta los Términos de servicio de Qwiklabs, tal como se establece en las Preguntas frecuentes y se encuentra en: https://qwiklabs.com/terms_of_service <<<"
"Cree una calculadora de pagos de hipoteca en Google Sheets","Durante este proyecto, trabajaremos juntos para crear una calculadora de pagos de hipotecas en Hojas de cálculo de Google. Podrás crear una calculadora de pagos de hipotecas en Hojas de cálculo de Google. Aprenderás a crear fórmulas para incluir expresiones lógicas, valores de conjuntos de datos, IF,COUNTA,PV y PMT. Analizaremos el valor neto a 5 años y revisaremos cinco opciones diferentes de préstamos hipotecarios. Esta es una gran herramienta para usar si tienes planes de comprar una casa en el futuro y quieres saber cuánto puedes pagar y, si tienes margen para realizar pagos adicionales, con qué rapidez pagarás la hipoteca. Nota: Este curso funciona mejor para los alumnos que se encuentran en la región de América del Norte. Actualmente, estamos trabajando para brindar la misma experiencia en otras regiones."
"Implementación de modelos de aprendizaje automático","En este curso aprenderemos sobre los sistemas de recomendación (que estudiaremos para el proyecto final) y también analizaremos los problemas de implementación de productos de datos. Al finalizar este curso, debería poder implementar un sistema de recomendación funcional (por ejemplo, para predecir calificaciones o generar listas de productos relacionados) y comprender las herramientas y técnicas necesarias para implementar un sistema funcional de este tipo en conjuntos de datos a gran escala del mundo real. Este curso es el último de la especialización en productos de datos de Python para análisis predictivo y se basa en los tres cursos anteriores (procesamiento y visualización de datos básicos, Design Thinking y análisis predictivo para productos de datos y modelado predictivo significativo). En cada paso de la especialización, obtendrá experiencia práctica en la manipulación de datos y el desarrollo de sus habilidades, que finalmente culminarán en un proyecto final que abarcará todos los conceptos enseñados en la especialización."
